Nº RNC	DESENHO	MP	REVISÃO	POS	CV	EQUIPAMENTO	CONJUNTO	MODELO	DESCRIÇÃO DO DESENHO	QUANTIDADE	CLIENTE	MATERIAL	ORDEM DE COMPRA	RESPONSÁVEL	INSPETOR	DATA EMISSÃO	ÁREA RESPONSÁVEL	SETOR	DESCRIÇÃO DA RNC	INSTRUÇÃO PARA RETRABALHO	CAUSA DA RNC	JUSTIFICATIVA	VALOR
31022	P32101B91001C001	3	3		030.691	Turbo descontaminador	Carcaça		Corpo	01	Sovel	SAE1020		Evellyn Taianara Mello	Ronaldo	27-Jun-23	Engenharia		Correção no detalhe de corte posição 13 e 19.	Conforme pede a revisão.	Erro.		R$ 366.00
31023	P80GAM5601		0		030.920	Rolo curvo	Rolo curvo Ø140		Capa externa central	22	Ippel	ASTMA106		WDM	Ronaldo	27-Jun-23	Terceiros		"Material veio fora de medida, pedia Ø5"" veio com Ø139,90mm."	Pedir peça nova e devolver existente no estoque.	Material fora de padrão.		R$ 100.00
31024	PNS1ZM0148		0		030.817	Refinador de discos	Redutor de avanço		Gabarito fusos de avanço	01	B.O Paper	SAE1045		Matheus de Souza Silva	Ronaldo	27-Jun-23	Engenharia		Erro no detalhe B.	Conforme pede a revisão.	Erro.		R$ 100.00
31025	PNS1ZM0123		2		030.815	Refinador de discos	Redutor de avanço		Fuso de avanço	01	B.O Paper	SAE1045		Matheus de Souza Silva	Ronaldo	27-Jun-23	Engenharia		Adicionado tolerância no Ø70mm.	Conforme pede a revisão.	Erro de projeto.		R$ 100.00
31026	P81CAM4008	1	1		030.699	Rolo de sucção	Caixa de sucção		Réguas de vedação	01	Santelisa	Grafitec		Grafitec	Ronaldo	27-Jun-23	Terceiros		Peças fora de medida que pede no desenho.	Devolver para corrigir.	Erro.		R$ 100.00
31027	P48CAM1210	1	1		030.180	Rolo pick up	Caixa de sucção		Réguas de vedação	01	Placibras	Grafitec		Grafitec	Ronaldo	27-Jun-23	Terceiros		Peças fora de medidas que pede no desenho.	Devolver para corrigir.	Erro.		R$ 100.00
31028	P18604B2101R009	4	0		020.225	Desagregador	Rotativo	MI 1047	Defletor	02	Imporpel	EM-GJL-200		Evellyn Taianara Mello	Ronaldo	27-Jun-23	Engenharia		Pediu creme ral1013 e o correto é laranja ral2000.	Pintar conforme pede a revisão.	Erro.		R$ 140.00
31029	P18604B2101A009	4	0		020.225	Desagregador	Acionamento		Suporte proteção	02	Imporpel	SAE1020		Evellyn Taianara Mello	Ronaldo	27-Jun-23	Engenharia		Falta de definição de acabamento.	Pintar conforme pede a revisão.	Erro.		R$ 100.00
31030	PNS1ZM0123		3		030.815	Refinador de discos	Redutor de avanço		Fuso de avanço	01	B.O Paper	SAE1045		Matheus de Souza Silva	Ronaldo	28-Jun-23	Engenharia		Correção perfil da rosca no detalhe B.	Conforme revisão.	Erro de projeto.		R$ 100.00
31031	PNS1ZM0123		2		030.817	Refinador de disco	Redutor de avanço		Fuso de avanço	01	B.O Paper	SAE1045		Matheus de Souza Silva	Ronaldo	28-Jun-23	Engenharia		Adicionado tolerância no Ø70mm e correção no perfil da rosca B.	Conforme pede a revisão.	Erro.		R$ 100.00
31032	P32408H001C009	8	1		030.192	Prensa umida	Calha Inferior 2ª prensa		Fechamento lateral direito	02	Paraibuna	AISI304L		Mário Dolato Neto	Ronaldo	28-Jun-23	Engenharia		Adicionado cota para marcação de dobra.	Conforme pede a revisão.	Erro.		R$ 100.00
31033	P32408H001C010	8	1		030.192	Prensa umida	Calha inferior 2ª prensa		Fechamento lateral esquerdo	02	Paraibuna	AISI304L		Mário Dolato Neto	Ronaldo	28-Jun-23	Engenharia		Adicionado cota para marcação de dobra.	Conforme pede a revisão.	Erro.		R$ 100.00
31034	P18604B2101A002	4	1		020.225	Desagregador	Acionamento		Polia movida 900	02	Imporpel	SAE1020		José Israel	Ronaldo	29-Jun-23	Engenharia		Incluso solda na pré usinagem.	Conforme pede a revisão.	Erro.	"Em projetos anteriores foi fabricado sem essa solda chanfrada, foi acrescentada a pedido da produção como melhoria."	R$ 100.00
31035	P1860413401E013	4	1		020.225	Pós secagem	Estrutura		Coluna LA saída secagem	01	Imporpel	SAE1020		Cida	Ronaldo	29-Jun-23	Engenharia		Revisado altura de 500mm para 600mm.	Conforme pede a revisão.	Erro.		R$ 100.00
31036	P1860413401E012	4	1		020.225	Pós secagem	Estrutura		Coluna LC saída de secagem	01	Imporpel	SAE1020		Cida	Ronaldo	29-Jun-23	Engenharia		Revisado altura de 500mm para 600mm.	Conforme pede a revisão.	Erro.		R$ 100.00
31037	P86NAM4910	3	2		001.947	Sistema guia corda	Montagem		Painel pneumático p´so secagem	01	Valinhos	Comercial		Murilo Celestino	Ronaldo	29-Jun-23	Engenharia		Adicionado posição 50.	Conforme pede a revisão.	Erro.		R$ 100.00
31038	P34EAM7018	3	1		001.947	Setor secagem monotela	Estrutura		Suporte raspa superior LA	01	Valinhos	SAE1020		Cida	Ronaldo	29-Jun-23	Engenharia		Facear um dos lados da base para correção de interferência.	Conforme pede a revisão.	Erro.		R$ 215.00
31039	P34EAM7017	3	1		001.947	Setor secagem	Estrutura		Suporte raspa superiror LC	01	Valinhos	SAE1020		Cida	Ronaldo	29-Jun-23	Engenharia		Facear um dos lados da base para correção de interferência.	Conforme pede a revisão.	Erro.		R$ 100.00
3104	P70EAM9703	1	5		010.202	Rebobinadeira	Estrutura		Travessa dos suportes de faca	01	Papelão União	SAE1020		Evellyn Taianara Mello	Ronaldo	16-Nov-22	Engenharia		Cota de profundidade do canal.	Corrigir.	Erro.		R$ 100.00
31042	PNS1ZM0122	0	0		030.815	PNS1ZM0122	Redutor de avanço		Eixo helicoidal	01	B.O Paper	SAE1045		Luciano José Carneiro Stella	Ronaldo	29-Jun-23	Produção	Usin. Cilíndrica CNC	"Erro de programação, erro de digitação."	Nova.	Erro.		R$ 100.00
31043	P1860413401E052	4	1		020.225	Pós secagem	Estrutura		Viga LC inferior	01	Imporpel	SAE1020		Daiane Pedroso Bueno	Ronaldo	10-Jul-23	Engenharia		Alterado medida e posição da furação da peça 6.	Conforme revisão.	Alteração.		R$ 100.00
31044	P52EAM0400	3	2		001.947	Cortador de ponta	Montagem		Conjunto estrutura	01	Valinhos	SAE1020		Cláudio Brandão	Ronaldo	10-Jul-23	Engenharia		Revisado quantidade e bitola do parafuso M16.	Conforme revisão.	Erro.		R$ 100.00
31045	P06501C2001M004		0		030.931	Tampa do gaxeteiro	Manutenção do mancal		Tampa do gaxeteiro	01	Iguaçu P.S.	SAE1020		Thiago Oliveira	Ronaldo	03-Jul-23	Produção	Usin. Cilíndrica Convencional	"Pedia no desenho ajuste de Ø114mm (-0,05 / -0,10) e ficou com -0,40mm."	Soldar e usianr na medida que pede o desenho.	Erro.		R$ 100.00
31046	P39503C2001L001	1	1		020.282	Depurador vertical	Lubrificação e refrigeração		Conjunto das mangueiras	01	ADF	Comercial		Evellyn Taianara Mello	Ronaldo	03-Jul-23	Engenharia		"Alterado quantidade posição 1,2,3 e 4."	Conforme pede a revisão.	Erro.		R$ 100.00
31047	P39503C2001L001	1	1		020.282	Depurador vertical	Lubrificação e refrigeração		Conjunto das mangueiras	01	ADF	Comercial		Evellyn Taianara Mello	Ronaldo	03-Jul-23	Engenharia		"Alterado quantidade posição 1,2,3 e 4."	Conforme pede a revisão.	Erro.		R$ 100.00
31048	P1860413401E040	4	1		020.225	Pós secagem	Estrutura		Viga LC inferior	01	Imporpel	SAE1020		Cida	Ronaldo	03-Jul-23	Engenharia		Acrescentado detalhe de corte perfil tubular e soldas.	Conforme revisão.	Erro de projeto.		R$ 100.00
31049	P1860413401E041	4	1		020.225	Pós secagem	Estrutura		Viga LA inferior	01	Imporpel	SAE1020		Cida	Ronaldo	03-Jul-23	Engenharia		Acrescentado detalhe de corte perfil tubular e soldas.	Conforme pede a revisão.	Erro.		R$ 100.00
31050	P82GDM9200	3	1		001.947	Prosizer	Montagem		Conjunto rolo guia	01	Valinhos	Comercial		Daiane Pedroso Bueno	Ronaldo	03-Jul-23	Engenharia		Revisado para correção da descrição do rolamento posição 8.	Conforme revisão.	Erro.		R$ 300.00
31051	P82GDM9220	3	1		001.947	Prosizer	Montagem		Conjunto rolo guia introdutor	01	Valinhos	Comercial		Daiane Pedroso Bueno	Ronaldo	03-Jul-23	Engenharia		Revisado para correção da descrição do rolamento posição 8 (era 6218 mudou para 6219).	Conforme pede a revisão.	Erro.		R$ 300.00
31052		3	1		001.947	Prosizer	Montagem		Conjunto rolo guia saída	02	Valinhos	Comercial		Daiane Pedroso Bueno	Ronaldo	03-Jul-23	Engenharia		Revisado para correção da descrição do rolamento posição 8.	Conforme pede a revisão.	Erro.		R$ 300.00
31053	P84MBM4005	3	2		021.797	Manutenção cilindro 1500	Alteração mancal	2784	Tampa externa	03	Valinhos	EM-GJL-200		Daiane Pedroso Bueno	Ronaldo	03-Jul-23	Engenharia		Corrigindo representação do trabalho dos canais de lubrificão.	Usinar e corrigir.	Erro de projeto.		R$ 100.00
31054	P84MBM4005	3	3		001.947	Cilindro secador STA1500	Mancal	2784	Tampa externa LA	07	Valinhos	EM-GJL-200		Cida	Ronaldo	03-Jul-23	Engenharia		Corrigido representação do detalhe dos canais de lubrificação.	Usinar peça conforme pede a revisão.	Erro posição dos canais.		R$ 100.00
31055	P84MBM4005	3	4		022.157	Cilidnro secador STA1500	Mancal	2784	Tampa externa LA	02	Valinhos	EM-GJL-200		Cida	Ronaldo	03-Jul-23	Engenharia		Acrescentado 02 canais de lubrificação 02 tampos.	Usinar peça conforme pede a revisão.	Erro de projeto.	Revisado.	R$ 100.00
31056	P18604K5202E007	4	1		020.225	Cortador de ponta	Estrutura		Suporte do sensor	04	Imporpel	SAE1020		Cláudio Brandão	Ronaldo	03-Jul-23	Engenharia		Aumento no comprimento da chapa.	Cortar conforme pede a revisão.	Erro.		R$ 100.00
31057	P34GAM0943	3	1		001.947	Ampliação MP3	Estrutura		Regulador M16	02	Valinhos	SAE1020		Daiane Pedroso Bueno	Ronaldo	03-Jul-23	Engenharia		Acrescentado oblongo na peça para correção de entre centro da furação.	Conforme pede a revisão.	Erro.		R$ 471.00
31058	PSG0GM0114		1		030.103	Tanque de licor	Redutor de acionamento		Sem fim do eixo redutor	01	Sengés	SAE1045		Matheus de Souza Silva	Ronaldo	04-Jul-23	Engenharia		Adicionado informações nos dentes para fabricação interna.	Conforme pede a revisão.	Erro de projeto.		R$ 100.00
31059	P82GDM9210	3	0		001.947	Complementpo secegem	Montagem		Conjunto rolo guia	01	Valinhos	Comercial		Daiane Pedroso Bueno	Ronaldo	05-Jul-23	Engenharia		Revisado correção da descrição do rolamento posição 8.	Conforme pede a revisão.	Erro.		R$ 300.00
31060	P52EAM0405	3	1		001.947	Cortador ponta	Estrutura		Regulador raspa	02	Valinhos	SAE1020		Cláudio Brandão	Ronaldo	05-Jul-23	Engenharia		Revisado entre centro de furação para 60mm e comprimento da peça para 85mm.	Fabricar peça nova e devolver existente no estoque.	Erro de projeto.		R$ 314.00
31061	P32408M7001R007	8	0		030.453	Rebobinadeira	Dispositivo nivelador		Porca de regulagem	01	Paraibuna	Bronze		Diogo Borges	Ronaldo	05-Jul-23	Engenharia		"Pediu no desenho rosca interna com M48 e na legenda Ø4.1/2"" x Ø2.3/4"" x 55mm."	Cortar peça nova e devolver existente no estoque.	Erro.		R$ 300.00
31062	P32408M7001R007	8	0		030.453	Rebobinadeira	Dispositivo de regulagem		Porca de regulagem	01	Paraibuna	Bronze		Alex Takeshi	Ronaldo	05-Jul-23	Produção	Usin. Cilíndrica CNC	"Usiou a peça sem conferir material que estava fora de medida correta. Pedia desenho rosca interna M48 e o material o projeto pediu comØ69,84mm."	Cortar nova com a medida correta.	Erro.		R$ 100.00
31063	P1860418202M001	4	0		020.225	Pós secagem	Mancal	2729	Tampa externa LA	16	Imporpel	ENGJL-200		Fundição Campos Gerais	Ronaldo	05-Jul-23	Terceiros		Falha de fundição.	Fundir nova.	Falha de fundição.		R$ 563.52
31064	P035001K1901P003	1	0		030.915	Sistema guia corda	Conjunto eixo polia	2379	Bucha de fixação	04	B.O Paper	EM-GJL-400		Fundição Campos Gerais	Ronaldo	05-Jul-23	Terceiros		Falha de fundição.	Nova.	Falha de fundição.		R$ 100.00
31065	P18604L32001U007	4	1		020.225	Enroladeira	Intalação pneumática		Painel pneumático	01	Imporpel	Comercial		Murilo Celestino	Ronaldo	05-Jul-23	Engenharia		"Alteração posição 13, 14, 21, 24, 25, 27, 28, 30 e 31."	Conforme revisão.	Alteração.		R$ 100.00
31066	P86NAM4904	3	1		001.947	Sistema guia corda	Instalação pneumática		Painel pneumático	01	Valinhos	Comercial		Leonardo Kremer	Ronaldo	05-Jul-23	Engenharia		Alterado posição 3 e  quantidade posição 5.	Conforme revisão.	Alteração.		R$ 100.00
31067	P86NAM4914	3	1		001.947	Pós secagem	Intalação pneumática		Painel pneumático	01	Valinhos	Comercial		Murilo Celestino	Ronaldo	05-Jul-23	Engenharia		Alteração referência da posição 3 e 5.	Conforme revisão.	Alteração.		R$ 100.00
31068	P62RBM3801	1	0		022.086	Rolo prensa inferior	Montagem		Rolo prensa	01	Sonoco	EM-GJL-250		Claudio Bettega	Ronaldo	06-Jul-23	Produção	Usin. Cilíndrica Convencional	Mandou deslocar a camisa contrariando a decisão anterior.	Nova.	Erro.		R$ 100.00
31069	P52NAP0503	1	2		010.889	Cortador de pontas	Instalação pneumática		Pré pipping	01	Citroplast	Comercial		Murilo Celestino	Ronaldo	06-Jul-23	Engenharia		"Alterado posição 5,9 e 10."	Conforme revisão.	Alteração.		R$ 100.00
31070	P52NAP0400	3	2		001.947	Cortador de pontas	Automação e controle		Pré pipping penumático	01	Valinhos	Comercial		Leonardo Kremer	Ronaldo	06-Jul-23	Engenharia		"Alterado item posição 5,8 e 9."	Conforme pede a revisão.	Alteração.		R$ 100.00
31071	P00000K1901E003	0			020.225	Sistema guia corda	Esticador de corda		Chaveta da guia	04	Imporpel	AISI304		Alex Sandro Soares Mainardes	Ronaldo	07-Jul-23	Produção	Usin. Cilíndrica CNC	Pedia furação centralizada e ficou com 4mm fora do centro.	Cortar peça nova.	Erro.		R$ 100.00
31072	P32408M7001X008	8	0		031.018	Rebobinadeira	Fixador de tubetes		Copro ponta rotativa	02	Paraibuna	SAE1020		Ronival Anauri Ferraz	Ronaldo	07-Jul-23	Produção	Usin. Cilíndrica CNC	Quebrou o macho ao executar a rosca.	Soldar e refurar.	Erro.		R$ 100.00
31073	P28201H0301G004	1	0		030.827	Rolo pick up	Atuador mecânico		Jumelo	02	Novacki	AISI304		Luiz Kenji do Amaral Saito	Ronaldo	10-Jul-23	Produção	Usin. Cilíndrica CNC	"Pedia no desenho ajuste do furo Ø50mm (0,00 / +0,04) e ficou com +0,05 / +0,08mm."	Nova.	Erro.		R$ 100.00
31074	P42304G5601E004	3	2		030.514	Mesa plana	Estrutura		Usinagem longarina LA	01	Trombini Curitiba	AISI304		Joacir	Ronaldo	24-Jul-23	Engenharia		Relocado furação para absorver encolhimento da viga.	Conforme revisão.	Alteração de projeto.		R$ 100.00
31075	P03501K1901P003	1	0		030.915	Sistema guia corda	Conjunto eixo e polia	2379	Bucha de fixação	04	B.O Paper	EM-GJS-400		Fundição Campos Gerais	Ronaldo	10-Jul-23	Terceiros		Falha de fundição.	Nova.	Falha de fundição.		R$ 546.00
31076	P28201H0301G000	1	1		030827	Atuador mecânico	Rolo pick up		Atuador mecânico	02	Novacki	AISI304		Matheus de Souza Silva	Ronaldo	10-Jul-23	Engenharia		Adicionado poisção 27 e alterado quantidade posição 1 (graxeiras) de 1 para 2 peças.	Conforme revisão.	Erro.		R$ 100.00
31077	P32408H6201M007	8	0		030.192	Prensa úmida	Mancal	MI 2057	Tampa externa LA	02	Paraibuna	ENGJL-250		Vagner Martins	Ronaldo	11-Jul-23	Produção	Usin. Cilíndrica CNC	Inverteu o sentido do rasgo em relação ao que pediu o desenho.	Nova.	Erro.		R$ 100.00
31078	P1860417303G003	4	1		020.225	Pós secagem	Raspa fixa		Eixo lado acionamento	02	Imporpel	SAE1020		Cida	Ronaldo	11-Jul-23	Engenharia		Acrescentado indicação de solda.	Conforme pede a revisão.	Erro.		R$ 100.00
31080	P186017303G002	4	1		020.225	Pós secagem	Raspa fixa		Eixo lado comando	02	Imporpel	SAE1020		Cida	Ronaldo	11-Jul-23	Engenharia		Acrescentado indicação de solda.	Conforme pede a revisão.	Erro.		R$ 100.00
31081	P34EAM7101	3	1		001.947	Secagem	Complemento estrutura	""""	"Travessa Ø6"""	01	Valinhos	SAE1020		Ricardo Mauda	Ronaldo	11-Jul-23	Engenharia		Retirado cota de 210 da peça posição 2.	Conforme pede a revisão.	Erro.		R$ 100.00
31082	P1860413401E024	4	1		020.225	Pós secagem	Estrutura		Viga 2 LA superior	01	Imporpel	SAE1020		Cida	Ronaldo	11-Jul-23	Engenharia		Alterada representação chapas passadiço na vista em destaque.	Conforme revisão.	Erro.		R$ 100.00
31083	P42304G5601E019	4	1		030.514	Mesa plana	Estrutura		Placa superior secundária	01	Trombini Curitiba	AISI304		Joacir	Ronaldo	11-Jul-23	Engenharia		Revista a furação devido a diferenças nos tirantes existentes.	Conforme pede a revisão.	Alterado projeto.		R$ 100.00
31084	P42304G5601E018	4	1		030.514	Mesa plana	Estrutura		Placa superior cantilever	01	Trombini Curitiba	AISI304		Joacir	Ronaldo	11-Jul-23	Engenharia		Revista a furação devido a diferenças nos tirantes existentes.	Fabricar peça conforme pede a revisão.	Erro.		R$ 100.00
31085	P42304G5601E004	3	1		030.514	Mesa plana	Estrutura		Usinagem longarina LA	01	Trombini Curitiba	AISI304		Joacir	Ronaldo	11-Jul-23	Engenharia		Acréscimo de furação para fixar suportte solicitado pelo cliente.	Conforme pede a revisão.	Alteração.		R$ 100.00
31086	P06501C2001M001	0	0		030.931	Depurador			Mancal	01	CMPC	Comercial		Vagner da Silva	Ronaldo	12-Jul-23	Engenharia		Indica parafusos carbono para montar mancal do depurador.	Mudar para inox.	Erro.		R$ 100.00
31088	P23901N0000G001		0		030.960	Pátio de madeira	Peneira classificadora		Chapa perfurada mod.1	02	Klingele	SAE1020		Metaltec	Ronaldo	12-Jul-23	Terceiros		Peça fora de medida que pede no desenho.	Pedir reposição.	Erro de execução.		R$ 100.00
31089	P18604137E025	4	0		020.225	Pós secagem	Estrutura		Suporte LC	01	Imporpel	SAE1020		Daiane Pedroso Bueno	Ronaldo	13-Jul-23	Engenharia		Correção da dobra posição 5.	Conforme revisão.	Erro.		R$ 100.00
31090	P18604L3901M003	4	1		020.225	Esntaga Ø420	Mancais	2395 R1	Corpo lado livre	08	Imporpel	EM-GJS-400		Fundição Campos Gerais	Ronaldo	13-Jul-23	Terceiros		Falha de fundição em uma peça.	Nova.	Porosidade.		R$ 563.52
31091	P423044G5601E002	3	1		030.514	Mesa plana	Estrutura		Usinagem longarina LC	01	Trombini Curitiba	AISI304		Joacir	Ronaldo	24-Jul-23	Engenharia		Relocado furação para absorver o encolhimento da viga.	Conforme pede a revisão.	Alteração de projeto.		R$ 100.00
31092	P37901B201R000	1	1		031.046	Manutenção do rotor	Rotativo		Manutenção rotor	01	São Carlos	AISI304		Ricardo Mauda	Ronaldo	13-Jul-23	Engenharia		Alterado cota indicada de 145 para 149mm.	Conforme pede a revisão.	Erro de projeto.		R$ 100.00
31093	P18604B2101C015	4	2		020.225	Desagregador	Calhas		Calha coletora de residuos	01	Imporpel	AISI304		Evellyn Taianara Mello	Ronaldo	13-Jul-23	Engenharia		"Correção de corte e dobra posição 3, incluso emendas para corte e para preencher abertura lateral da calha incluso emenda no comprimento da dobra da peça 1."	Conforme pede a revisão.	Erro.		R$ 100.00
31094	P00401H0301G000	1	1		030.689	Setor prensas	Estrutura		Atuador mecãnico	02	ADF	AISI304		Matheus de Souza Silva	Ronaldo	13-Jul-23	Engenharia		"Adicionado volante, chaveta, manopla e eixo do volante."	Conforme pede a revisão.	Erro.		R$ 100.00
31095	P18604B2101C007	4	1		020.225	Desagregador	Calhas		Calha coletora	01	Imporpel	AISI304L		Evellyn Taianara Mello	Ronaldo	13-Jul-23	Engenharia		Falta de definição de cor.	Conforme pede a revisão.	Erro de projeto.		R$ 100.00
31096	P18604B210C006	4	1		020.225	Desagregador	Calha		Calha coletora	01	Imporpel	AISI304		Evellyn Taianara Mello	Ronaldo	13-Jul-23	Engenharia		Falta de definição de cor.	Conforme pede a revisão.	Erro de projeto.		R$ 100.00
31097	P42304G5601E003	4	1		030.514	Mesa plana	Estrutura		Caldeiraria longarina LA	01	Trombini Curitiba	AISI304L		Joacir	Ronaldo	14-Jul-23	Engenharia		"Corrigido medida da peça 12 no desenho, mantido a descrição na legenda."	Conforme pede a revisão.	Erro.		R$ 100.00
31098	P03601B0201R005	1	1		030.868	Agitador	Hélice		Hélice Ø480mm	01	B.O Paper	AISI304		Ricardo Mauda	Ronaldo	14-Jul-23	Engenharia		Revisado devido a perda de medidas após o enchiemento.	Conforme pede a revisão.	Alteração de projeto.		R$ 100.00
31099	P00000A0000D017	6	0		030.372	Rolo guia	Mancal	2122	Porca KM17	04	Klabin T.B.	EM-GJS-400-15		Fundição Campos Gerais	Ronaldo	25-Jul-23	Terceiros		Falha de fundição.	Nova.	Falha de fundição.		R$ 120.00
3110	P2370618201G005	6	1		030.372	Rolo guia	Montagem		Polia guia corda	01	Klabin T.B.	SAE1020		Mário Dolato Neto	Ronaldo	26-Jul-23	Engenharia		Adicionado posição 8.	Mantar peça conforme pede a revisão.	Erro.		R$ 100.00
31100	P42304G5601C001		1		030.514	Mesa plana	Calha secundária		Corpo da calha	01	Trombini Curitiba	AISI304		Joacir	Ronaldo	24-Jul-23	Engenharia		Relocado peça 3.	Fabricar peça conforme pede e a revisão.	Alteração de projeto.		R$ 100.00
31101	P34AAM7104	3	1		001.947	Secagem	Acionamento		Base móvel	02	Valinhos	SAE1020		Cláudio Brandão	Ronaldo	24-Jul-23	Engenharia		Alterado distância das roscas M16.	Conforme pede a revisão.	Erro.		R$ 100.00
31102	P18604L32001M002	4	0		020.225	Enroladeira	Mancal	1933	Corpo do mancal LA	01	Imporpel	EM-GJL-200		Fundição Campos Gerais	Ronaldo	24-Jul-23	Terceiros		Falha de fundição.	Nova.	Falha.		R$ 100.00
31103	P32408H3401E016	8	1		030.192	Prensa úmida	Estrutura		Base	01	Paraibuna	SAE1020		Mário Dolato Neto	Ronaldo	17-Jul-23	Engenharia		Alterado cor para preto.	Conforme pede a revisão.	Erro.		R$ 100.00
31104	P18604L7501E022	4	1		020.225	Reposicionador estangas	Estrutura		Trilho 01 LC	01	Imporpel	SAE1020		João Vitor Pucci	Ronaldo	25-Jul-23	Engenharia		Correção de legenda posição 9.	Conforme pede a revisão.	Erro.		R$ 100.00
